block,n_tx,gas_used,mode,cores,repeat,elapsed_ms,tps,occ_aborts,abort_rate,wait_admissions,speculate_executions,region_promotions,cascade_validations_scheduled,independent_txs_skipped_by_fence,bayes_wait_decisions,bayes_speculate_decisions,bayes_conflict_updates,bayes_success_updates,wave_promotions,mean_wait_posterior,bind_hits,wait_hard_count,spec_read_count,selective_invalidate_count,tx_full_retry,region_validate_fail,soft_edge_revokes,selective_fallback_full,partial_retry_count,partial_retry_fallback_full,ok,error
14383540,722,30059751,occ,4,0,5.552141,130039.9251387888,17,0.023545706371191136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,occ,4,1,5.476145,131844.57314406394,15,0.02077562326869806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,occ,4,2,5.5593580000000005,129871.11101677567,20,0.027700831024930747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,occ,8,0,5.051954,142914.99883015561,36,0.04986149584487535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,occ,8,1,4.88391,147832.3720134073,43,0.05955678670360111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,occ,8,2,4.522229,159655.78036848642,30,0.04155124653739612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,1,0,15.097793,47821.55908482783,0,0,0,124,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,1,1,16.073660999999998,44918.20500631437,0,0,0,124,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,1,2,15.948809,45269.8380173717,0,0,0,124,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,2,0,9.08532,79468.85745356246,6,0.008310249307479225,306,128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,2,1,8.847817,81602.04940947582,6,0.008310249307479225,261,128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,2,2,9.052615,79755.9600181826,5,0.006925207756232687,316,128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,4,0,7.822454,92298.40149906922,15,0.02077562326869806,491,135,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
14383540,722,30059751,pcc,4,1,7.273668,99262.16043954715,18,0.024930747922437674,447,137,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
