block,n_tx,gas_used,mode,cores,repeat,elapsed_ms,tps,occ_aborts,abort_rate,wait_admissions,speculate_executions,region_promotions,cascade_validations_scheduled,independent_txs_skipped_by_fence,bayes_wait_decisions,bayes_speculate_decisions,bayes_conflict_updates,bayes_success_updates,wave_promotions,mean_wait_posterior,bind_hits,wait_hard_count,spec_read_count,selective_invalidate_count,tx_full_retry,region_validate_fail,soft_edge_revokes,selective_fallback_full,partial_retry_count,partial_retry_fallback_full,cost_chose_wait,cost_chose_spec,cost_chose_bind,mean_p_at_wait,mean_p_at_spec,evm_entries,resume_count,rebind_only,rewind_to_cp,full_restart,tx_head_reexec,absolute_jump_applied,absolute_jump_fallback,prior_bind_hits,prior_bind_miss,journal_ff_entries,journal_ff_hits,prefix_opcodes_skipped,ready_steal_on_wait,lean_mode_txs,full_mode_txs,engagement_switches,inspector_steps,inspector_steps_resume,ok,error
14029313,724,30074554,specfence,1,1,142.280574,5088.537244726044,0,0.0,0,433,55,0,0,586,2310,55,3900,55,0.3076923076923108,389,0,2857,0,0,0,0,0,0,0,0,2857,389,0.3076923076923108,0.09828099796598087,724,0,0,0,0,0,0,0,389,0,0,0,0,0,0,724,0,412556,0,True,
14029313,724,30074554,specfence,1,2,139.0046,5208.460727198956,0,0.0,0,433,55,0,0,586,2310,55,3900,55,0.3076923076923108,389,0,2857,0,0,0,0,0,0,0,0,2857,389,0.3076923076923108,0.09828099796598087,724,0,0,0,0,0,0,0,389,0,0,0,0,0,0,724,0,412556,0,True,
14029313,724,30074554,specfence,2,0,80.936276,8945.309023113443,2,0.0027624309392265192,43,429,55,636,642,645,2347,57,5397,55,0.3076923076923117,395,63,2877,15,0,2,0,0,2,0,0,2879,390,0.3076923076923117,0.09851998470442243,732,3,0,2,0,0,0,3,395,2,45,40,13410,6,0,735,0,432161,18999,True,
14029313,724,30074554,specfence,2,1,82.11358200000001,8817.055380679898,3,0.004143646408839779,58,431,55,636,724,652,2374,58,5288,55,0.3076923076923118,401,73,2875,17,0,3,0,0,3,0,0,2881,392,0.3076923076923118,0.09858938065289893,735,4,0,3,0,0,0,4,401,3,51,46,13644,7,0,739,0,432530,19368,True,
14029313,724,30074554,specfence,2,2,107.29267300000001,6747.897873697302,1,0.0013812154696132596,52,429,55,0,643,649,2355,56,5143,55,0.30769230769231176,392,28,2884,9,0,1,0,0,1,0,0,2886,390,0.30769230769231176,0.09848708694862403,732,1,0,1,0,0,0,1,392,1,15,13,4470,3,0,733,0,425192,7301,True,
14029313,724,30074554,specfence,4,0,57.173403,12663.230838297311,7,0.009668508287292817,127,429,55,636,2582,740,2451,62,8908,55,0.30769230769231287,400,94,2898,25,0,7,0,0,7,0,0,2902,393,0.30769230769231287,0.09891919761836931,741,8,0,7,0,0,0,8,400,7,74,69,14676,10,0,749,0,434783,21015,True,
14029313,724,30074554,specfence,4,1,47.487079,15246.252564829267,4,0.0055248618784530384,136,428,55,636,1101,739,2451,59,8498,55,0.30769230769231287,398,77,2902,19,0,4,0,0,4,0,0,2909,388,0.30769230769231287,0.0989015596526756,740,5,0,4,0,0,0,5,398,4,54,49,13812,8,0,745,0,433777,19706,True,
14029313,724,30074554,specfence,4,2,48.019431000000004,15077.22988221164,8,0.011049723756906077,138,431,55,716,1378,747,2464,63,8356,55,0.307692307692313,398,95,2877,27,0,8,0,0,8,0,0,2878,394,0.307692307692313,0.09889285488659916,735,9,0,8,0,0,0,9,398,8,78,73,14748,8,0,744,0,434041,21182,True,
14029313,724,30074554,specfence,8,0,67.644069,10703.081743944173,14,0.019337016574585635,182,432,57,817,4132,794,2551,72,13798,57,0.30781686827027455,413,161,2982,47,0,16,1,0,14,0,0,2994,397,0.30781686827027455,0.10033531343504115,756,15,0,14,0,0,0,15,413,16,120,107,14907,20,0,771,0,444054,26650,True,
14029313,724,30074554,specfence,8,1,64.02181499999999,11308.645342216556,16,0.022099447513812154,203,437,55,1275,2826,810,2573,71,14102,55,0.3105631554730233,409,190,2944,47,0,16,0,0,16,0,10,2947,402,0.3105631554730233,0.09925821251299323,748,21,0,16,0,0,0,21,409,16,159,146,16382,16,0,769,0,443283,27228,True,
14029313,724,30074554,specfence,8,2,63.731139000000006,11360.223767536932,12,0.016574585635359115,198,433,56,747,3471,802,2556,69,13881,56,0.30781562577074384,419,150,2979,43,0,13,0,0,12,0,0,2994,400,0.30781562577074384,0.10047102120071472,755,13,0,12,0,0,0,13,419,13,106,93,14277,18,0,768,0,443417,25710,True,
14383540,722,30059751,occ,1,0,15.248658,47348.42895683017,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,occ,2,0,9.43597,76515.71592533677,7,0.009695290858725761,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,837,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,occ,4,0,5.783779,124831.87894973165,19,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,838,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,occ,8,0,5.877803,122835.0116531636,35,0.04847645429362881,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5506,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,pcc,1,0,14.788389,48822.08602978999,0,0.0,0,124,29,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,pcc,2,0,9.113364,79224.31277846468,6,0.008310249307479225,315,128,29,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,729,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
14383540,722,30059751,pcc,4,0,7.096047,101746.78944488389,16,0.0221606648199446,510,137,31,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,750,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,
