block,n_tx,gas_used,mode,cores,repeat,elapsed_ms,tps,occ_aborts,abort_rate,wait_admissions,speculate_executions,region_promotions,cascade_validations_scheduled,independent_txs_skipped_by_fence,bayes_wait_decisions,bayes_speculate_decisions,bayes_conflict_updates,bayes_success_updates,wave_promotions,mean_wait_posterior,bind_hits,wait_hard_count,spec_read_count,selective_invalidate_count,tx_full_retry,region_validate_fail,soft_edge_revokes,selective_fallback_full,partial_retry_count,partial_retry_fallback_full,cost_chose_wait,cost_chose_spec,cost_chose_bind,mean_p_at_wait,mean_p_at_spec,evm_entries,resume_count,rebind_only,rewind_to_cp,full_restart,tx_head_reexec,absolute_jump_applied,absolute_jump_fallback,prior_bind_hits,prior_bind_miss,journal_ff_entries,journal_ff_hits,prefix_opcodes_skipped,ready_steal_on_wait,lean_mode_txs,full_mode_txs,engagement_switches,hot_local_reads,hotset_size,inspector_steps,inspector_steps_resume,ok,error
14683600,660,30021734,specfence,2,0,28.127747000000003,23464.374875101086,10,0.015151515151515152,99,548,108,0,3210,326,2,121,5297,108,0.3076923076923068,182,7,4069,0,0,19,6,0,0,0,0,9,173,0.3076923076923068,0.3938816267247639,704,0,0,0,10,0,0,0,182,0,0,0,0,16,704,0,0,182,12,0,0,true,
14683600,660,30021734,specfence,2,1,27.76855,23767.895694949864,14,0.021212121212121213,97,552,121,0,4358,324,2,162,5382,121,0.3076923076923068,185,6,4328,0,0,48,7,0,0,0,0,9,176,0.3076923076923068,0.38487558766196533,715,0,0,0,14,0,0,0,185,0,0,0,0,22,715,0,0,185,12,0,0,true,
14683600,660,30021734,specfence,2,2,27.032269,24415.264586187714,16,0.024242424242424242,118,554,109,0,5276,339,2,132,5103,109,0.3076923076923068,192,13,4381,0,0,30,7,0,0,0,0,14,178,0.3076923076923068,0.43066919750356286,760,0,0,0,16,0,0,0,192,0,0,0,0,17,760,0,0,192,12,0,0,true,
14683600,660,30021734,specfence,4,0,19.039243000000003,34665.24378096335,48,0.07272727272727272,137,586,125,7623,9724,319,30,188,9663,125,0.34921151575471826,226,48,5158,21,0,76,11,0,0,0,43,53,212,0.34921151575471826,0.2043641985095923,846,0,0,0,48,0,0,0,226,0,0,0,0,44,846,0,1,308,41,0,0,true,
14683600,660,30021734,specfence,4,1,19.029258,34683.433268916735,41,0.06212121212121212,152,579,129,5779,8864,323,8,191,8838,129,0.3467673088375655,225,60,5203,16,0,76,11,0,0,0,49,15,212,0.3467673088375655,0.38797463429816376,941,0,0,0,41,0,0,0,225,0,0,0,0,51,941,0,0,276,14,0,0,true,
14683600,660,30021734,specfence,4,2,18.85522,35003.56930335472,42,0.06363636363636363,147,580,126,5591,9836,324,10,181,9304,126,0.34843331873044897,229,54,5176,15,0,70,12,0,0,0,42,22,214,0.34843331873044897,0.36930067481538065,866,0,0,0,42,0,0,0,229,0,0,0,0,49,866,0,1,278,17,0,0,true,
14683600,660,30021734,specfence,8,0,16.981078,38866.790435801544,51,0.07727272727272727,144,589,134,9979,8402,317,16,205,19908,134,0.3411460194269915,245,57,5460,28,0,89,15,0,0,0,32,56,214,0.3411460194269915,0.37140599561196064,928,0,0,0,51,0,0,0,245,0,0,0,0,64,928,0,1,302,22,0,0,true,
14683600,660,30021734,specfence,8,1,14.827692,44511.310323953316,63,0.09545454545454546,166,601,129,10971,10064,317,46,189,13777,129,0.3632163950312323,247,79,5566,33,0,75,10,0,0,0,58,86,224,0.3632163950312323,0.21452380139200627,947,0,0,0,63,0,0,0,247,0,0,0,0,55,947,0,1,368,50,0,0,true,
14683600,660,30021734,specfence,8,2,15.025186,43926.24490638585,62,0.09393939393939393,201,600,129,12097,8673,324,33,213,12913,129,0.39445933483607437,236,111,5855,35,0,97,10,0,0,0,101,62,225,0.39445933483607437,0.21219692177946425,897,0,0,0,62,0,0,0,236,0,0,0,0,97,897,0,1,388,45,0,0,true,
13217637,1100,29985362,occ,1,0,10.224396,107585.81729424407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,1,1,9.379396999999999,117278.3282336807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,1,2,10.30808,106712.40424987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,2,0,6.989282,157383.83427653942,2,0.0018181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,2,1,6.675315,164786.23106175513,2,0.0018181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,2,2,6.147342,178939.12523493893,2,0.0018181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,4,0,5.120561,214820.21208223084,4,0.0036363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,4,1,5.317545,206862.3772812454,6,0.005454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,4,2,4.663899,235854.16408031134,4,0.0036363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,8,0,4.056699,271156.42545823584,9,0.008181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
13217637,1100,29985362,occ,8,1,3.951453,278378.61161451245,9,0.008181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,
